APPLICATION_ID,PROJECT_TITLE,IC_NAME,FY,TOTAL_COST,cluster,topic_label,title_short,funding_millions
10215618,Determinants and Cardiovascular Consequences of Disparities in Sleep and Circadian Rhythms between Black and White Adults,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2021.0,1164680.0,11,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,Determinants and Cardiovascular Consequences of Disparities in Sleep and Circadian Rhythms between Black and White Adult,1.16
9286161,"Biodegradable nanoparticles, a genome editing platform to treat hemophilia","NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2017.0,378831.0,45,NATIONAL CANCER INSTITUTE: Biotechnology,"Biodegradable nanoparticles, a genome editing platform to treat hemophilia",0.38
6193158,INCREASE IN THE RESOLUTION OF DNA SEQUENCING,NATIONAL HUMAN GENOME RESEARCH INSTITUTE,2000.0,224606.0,44,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING: Bioengineering,INCREASE IN THE RESOLUTION OF DNA SEQUENCING,0.22
10249219,Mechanistic study on synergistic photo-immunological effects of laser immunotherapy for metastatic cancers,NATIONAL CANCER INSTITUTE,2021.0,354563.0,41,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Neurosciences",Mechanistic study on synergistic photo-immunological effects of laser immunotherapy for metastatic cancers,0.35
8663285,The Evolution of Bacteriophage Life History Traits,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2014.0,261846.0,38,NATIONAL CANCER INSTITUTE: Genetics,The Evolution of Bacteriophage Life History Traits,0.26
8535727,FGF23 and Cardiovascular Disease in CKD,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2013.0,8783.0,49,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Clinical Research",FGF23 and Cardiovascular Disease in CKD,0.01
10699650,Preclinical medication development for stimulant use disorder,NATIONAL INSTITUTE ON DRUG ABUSE,2022.0,626396.0,27,NATIONAL CANCER INSTITUTE: Biotechnology,Preclinical medication development for stimulant use disorder,0.63
10366020,Harnessing the EHR for the Delivery of Supportive Care in an Oncology Setting,NATIONAL CANCER INSTITUTE,2022.0,186774.0,16,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,Harnessing the EHR for the Delivery of Supportive Care in an Oncology Setting,0.19
6849788,Niemann Pick C disease in Drosophila,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2005.0,252700.0,20,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Niemann Pick C disease in Drosophila,0.25
8182007,"Program management support for caBIG^,",NATIONAL CANCER INSTITUTE,2010.0,413609.0,1,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Infectious Diseases,"Program management support for caBIG^,",0.41
7620907,TonB-Dependent Outer Membrane Transport,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2009.0,320372.0,28,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Bioengineering,TonB-Dependent Outer Membrane Transport,0.32
9398670,Defining the Molecular Mechanisms of Misfolding Protein Sequestration,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2017.0,3792.0,40,NATIONAL CANCER INSTITUTE: Genetics,Defining the Molecular Mechanisms of Misfolding Protein Sequestration,0.0
9559676,Therapeutic genome editing to treat Best disease,NATIONAL EYE INSTITUTE,2018.0,424800.0,36,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Therapeutic genome editing to treat Best disease,0.42
10366801,PET Imaging of Vaso-Occlussive Crisis in Sickle Cell Disease,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2022.0,763136.0,21,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES: Neurosciences,PET Imaging of Vaso-Occlussive Crisis in Sickle Cell Disease,0.76
8639253,A NEW HYBRID DIFFRACTOMETER FOR MACROMOLECULAR CRYSTALLOGRAPHY AND SAXS AT TJU,"OFFICE OF THE DIRECTOR, NATIONAL INSTITUTES OF HEALTH",2014.0,599980.0,10,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Clinical Research,A NEW HYBRID DIFFRACTOMETER FOR MACROMOLECULAR CRYSTALLOGRAPHY AND SAXS AT TJU,0.6
10115041,Manipulation of Immuity to Treat Uveitis,NATIONAL EYE INSTITUTE,2021.0,400125.0,40,NATIONAL CANCER INSTITUTE: Genetics,Manipulation of Immuity to Treat Uveitis,0.4
6743560,Exploring Gene-Environment Factors in Child Brain Tumors,NATIONAL CANCER INSTITUTE,2003.0,86500.0,49,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Clinical Research",Exploring Gene-Environment Factors in Child Brain Tumors,0.09
6909048,Amygdala circuits and control of feeding by learned cues,NATIONAL INSTITUTE OF MENTAL HEALTH,2005.0,138646.0,4,NATIONAL CANCER INSTITUTE: Clinical Research,Amygdala circuits and control of feeding by learned cues,0.14
6776380,APOLIPOPROTEIN B48 AND LIPOPROTEIN METABOLISM,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2004.0,373750.0,37,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Genetics",APOLIPOPROTEIN B48 AND LIPOPROTEIN METABOLISM,0.37
10677625,International Conference on Medical Image Computing and Computer Assisted Interventions (MICCAI) 2021,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING,2023.0,10000.0,8,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Cancer,International Conference on Medical Image Computing and Computer Assisted Interventions (MICCAI) 2021,0.01
10704603,Understanding the effect of increases in the minimum wage on access to health care and health,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,2023.0,82886.0,18,NATIONAL INSTITUTE ON DRUG ABUSE: Behavioral and Social Science,Understanding the effect of increases in the minimum wage on access to health care and health,0.08
9999589,"Chiral ÃÂ±,ÃÂ±-Disubstituted Amine Synthesis by Dynamic Kinetic Resolution",NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2020.0,361067.0,25,NATIONAL CANCER INSTITUTE: Clinical Research,"Chiral ÃÂ±,ÃÂ±-Disubstituted Amine Synthesis by Dynamic Kinetic Resolution",0.36
8886319,Advancing Personalized Antidepressant Treatment Using PET/MRI,NATIONAL INSTITUTE OF MENTAL HEALTH,2015.0,789675.0,50,NATIONAL CANCER INSTITUTE: Clinical Research,Advancing Personalized Antidepressant Treatment Using PET/MRI,0.79
10863924,Early Life Stress Effects on Ventral Hippocampal Microcircuitry during Emotional Behaviors,NATIONAL INSTITUTE OF MENTAL HEALTH,2024.0,195053.0,14,NATIONAL INSTITUTE OF MENTAL HEALTH: Neurosciences,Early Life Stress Effects on Ventral Hippocampal Microcircuitry during Emotional Behaviors,0.2
7982829,Neural Mechanisms of Dynamic Range Adaptation,NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS,2010.0,155750.0,33,NATIONAL INSTITUTE OF MENTAL HEALTH: Neurosciences,Neural Mechanisms of Dynamic Range Adaptation,0.16
9404513,Spatio-temporal models of allegenic pollen for human exposure and health investigations,NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES,2017.0,1800.0,50,NATIONAL CANCER INSTITUTE: Clinical Research,Spatio-temporal models of allegenic pollen for human exposure and health investigations,0.0
9503677,AIDS REAGENT PROGRAM (ARP),NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2017.0,3292436.0,1,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Infectious Diseases,AIDS REAGENT PROGRAM (ARP),3.29
9419966,Development of Computational Toolset for Structural Systems Pharmacology,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2018.0,355036.0,28,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Bioengineering,Development of Computational Toolset for Structural Systems Pharmacology,0.36
10883852,Social and Biological Mechanisms Driving the Intergenerational Impact of War on Child Mental Health: Implications for Developing Family-Based Interventions,NATIONAL INSTITUTE OF MENTAL HEALTH,2023.0,63946.0,11,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,Social and Biological Mechanisms Driving the Intergenerational Impact of War on Child Mental Health: Implications for De,0.06
7932045,Single Stranded DNA Recognition in Telomeres,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2010.0,292168.0,35,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,Single Stranded DNA Recognition in Telomeres,0.29
7064222,Mechanisms of TLR 9 Activation,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2006.0,356574.0,47,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,Mechanisms of TLR 9 Activation,0.36
9700582,Proteostasis and metabolism in brain aging,NATIONAL INSTITUTE ON AGING,2019.0,626560.0,23,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Proteostasis and metabolism in brain aging,0.63
7338190,Remote Microvascular Dysfunction After Particulate Matter Exposure,NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES,2007.0,486955.0,24,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Clinical Research,Remote Microvascular Dysfunction After Particulate Matter Exposure,0.49
6187820,GDNF AND SYNAPTIC COMPETITION AND MAINTENANCE,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2000.0,354220.0,39,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE: Neurosciences,GDNF AND SYNAPTIC COMPETITION AND MAINTENANCE,0.35
7248051,Oxygen Sensitive Signaling in Primary Cardiac Fibroblast,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2007.0,318945.0,41,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Neurosciences",Oxygen Sensitive Signaling in Primary Cardiac Fibroblast,0.32
10241777,IMRPI-A Novel Image Guided Tri-Modality Endoscope System to Reveal Molecular Pathology of Vulnerable Atherosclerotic Plaques by Harnessing Light and Sound,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2020.0,557597.0,5,NATIONAL CANCER INSTITUTE: Clinical Research,IMRPI-A Novel Image Guided Tri-Modality Endoscope System to Reveal Molecular Pathology of Vulnerable Atherosclerotic Pla,0.56
9205591,Manufacture of RLIP76-LyoPL for Acute Radiation Syndrome,NATIONAL CENTER FOR ADVANCING TRANSLATIONAL SCIENCES,2015.0,358333.0,4,NATIONAL CANCER INSTITUTE: Clinical Research,Manufacture of RLIP76-LyoPL for Acute Radiation Syndrome,0.36
7008200,Leuko-polymersomes for Optical Imaging,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING,2006.0,295401.0,45,NATIONAL CANCER INSTITUTE: Biotechnology,Leuko-polymersomes for Optical Imaging,0.3
10580933,Discovery of novel openers of the understudied human drug target Kir6.1,NATIONAL CENTER FOR ADVANCING TRANSLATIONAL SCIENCES,2022.0,466125.0,28,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Bioengineering,Discovery of novel openers of the understudied human drug target Kir6.1,0.47
9479656,Role of PS1 in neurodegeneration,NATIONAL INSTITUTE ON AGING,2018.0,493699.0,40,NATIONAL CANCER INSTITUTE: Genetics,Role of PS1 in neurodegeneration,0.49
9733092,Stem cell-derived regulatory T cells for therapeutic use in arthritis,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2019.0,373001.0,38,NATIONAL CANCER INSTITUTE: Genetics,Stem cell-derived regulatory T cells for therapeutic use in arthritis,0.37
8286274,UCLA Muscular Dystrophy Core Center,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,2012.0,613927.0,10,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Clinical Research,UCLA Muscular Dystrophy Core Center,0.61
6789435,Cholesterol Homeostasis in Framingham Offspring Study,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2004.0,189000.0,49,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Clinical Research",Cholesterol Homeostasis in Framingham Offspring Study,0.19
6395014,INTERNATIONAL TRAINING AND RESEARCH IN POPULATION AND HE,FOGARTY INTERNATIONAL CENTER,2001.0,209801.0,10,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Clinical Research,INTERNATIONAL TRAINING AND RESEARCH IN POPULATION AND HE,0.21
10874773,Systems Biology of Antigen and T-Cell Transport in Cancer Immunotherapy,NATIONAL CANCER INSTITUTE,2024.0,463816.0,21,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES: Neurosciences,Systems Biology of Antigen and T-Cell Transport in Cancer Immunotherapy,0.46
8265652,Targeting Leukemia causing oncogene E2a-Pbx1 with synthetic molecules,NATIONAL CANCER INSTITUTE,2012.0,295769.0,45,NATIONAL CANCER INSTITUTE: Biotechnology,Targeting Leukemia causing oncogene E2a-Pbx1 with synthetic molecules,0.3
7939574,Multifunctional nanoparticles for multiplex detection of breast cancer biomarkers,NATIONAL CENTER FOR RESEARCH RESOURCES,2010.0,354854.0,24,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Clinical Research,Multifunctional nanoparticles for multiplex detection of breast cancer biomarkers,0.35
10726497,Sustainable Community Clinic Telemedicine-Based Glaucoma Screening,NATIONAL CENTER FOR CHRONIC DISEASE PREVENTION AND HEALTH PROMOTION,2023.0,700000.0,48,NATIONAL CANCER INSTITUTE: Clinical Research,Sustainable Community Clinic Telemedicine-Based Glaucoma Screening,0.7
9683068,Epigenetics and Human Disease,NATIONAL CANCER INSTITUTE,2019.0,4000.0,8,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Cancer,Epigenetics and Human Disease,0.0
9813559,Neural mechanisms of infant attachment,NATIONAL INSTITUTE OF MENTAL HEALTH,2020.0,375907.0,41,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Neurosciences",Neural mechanisms of infant attachment,0.38
9441489,Characterization and enrichment of glycoprotein/glycan via multi-functional free radical reagents,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2017.0,356609.0,45,NATIONAL CANCER INSTITUTE: Biotechnology,Characterization and enrichment of glycoprotein/glycan via multi-functional free radical reagents,0.36
7618166,Dynamics of Translation,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2009.0,307123.0,30,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Dynamics of Translation,0.31
6898654,UCI UCSD CANCER GENETICS NETWORK,NATIONAL CANCER INSTITUTE,2004.0,387626.0,48,NATIONAL CANCER INSTITUTE: Clinical Research,UCI UCSD CANCER GENETICS NETWORK,0.39
8259738,Molecular Genetic Analysis of Mammalian Neuronal differentiation,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2012.0,367500.0,34,NATIONAL CANCER INSTITUTE: Genetics,Molecular Genetic Analysis of Mammalian Neuronal differentiation,0.37
11141459,Administrative Supplement: A planning project to pilot test and optimize dietary approaches to slow aging and design a long-term trial,NATIONAL INSTITUTE ON AGING,2024.0,384517.0,48,NATIONAL CANCER INSTITUTE: Clinical Research,Administrative Supplement: A planning project to pilot test and optimize dietary approaches to slow aging and design a l,0.38
8251496,Rapid Assessment of Radiation Exposure,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2012.0,258248.0,44,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING: Bioengineering,Rapid Assessment of Radiation Exposure,0.26
7097270,Neuroglial Interactions at the Node of Ranvier,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2006.0,269026.0,41,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Neurosciences",Neuroglial Interactions at the Node of Ranvier,0.27
8449375,HIV/AIDS & Alcohol-Related Outcomes:Translational Evidence-Based Interventions,NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM,2012.0,544664.0,16,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,HIV/AIDS & Alcohol-Related Outcomes:Translational Evidence-Based Interventions,0.54
6135884,CONTROL OF CHROMOSOME SEGREGATION IN CAULOBACTER,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2000.0,32416.0,30,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,CONTROL OF CHROMOSOME SEGREGATION IN CAULOBACTER,0.03
7418306,Center for Stroke Research,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2008.0,908585.0,47,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,Center for Stroke Research,0.91
10250461,Workshop on Methods in Supportive Oncology Research,NATIONAL CANCER INSTITUTE,2021.0,57059.0,15,NATIONAL INSTITUTE ON AGING: Clinical Research,Workshop on Methods in Supportive Oncology Research,0.06
10007351,"The TGAC8 Mouse, the mouse that roars",NATIONAL INSTITUTE ON AGING,2019.0,409702.0,22,NATIONAL CANCER INSTITUTE: Genetics,"The TGAC8 Mouse, the mouse that roars",0.41
6778861,Neurobiological Parameters of Cocaine Reinforcement,NATIONAL INSTITUTE ON DRUG ABUSE,2004.0,251417.0,39,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE: Neurosciences,Neurobiological Parameters of Cocaine Reinforcement,0.25
7932588,City of Hope Lymphoma SPORE,NATIONAL CANCER INSTITUTE,2009.0,1079832.0,47,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,City of Hope Lymphoma SPORE,1.08
6639341,EM CYTOPATHOLOGY OF AUTOIMMUNE DEMYELINATION,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2003.0,415490.0,41,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Neurosciences",EM CYTOPATHOLOGY OF AUTOIMMUNE DEMYELINATION,0.42
7688002,"Center of Nanotechnology for Treatment, Understanding, *",NATIONAL CANCER INSTITUTE,2009.0,4077052.0,4,NATIONAL CANCER INSTITUTE: Clinical Research,"Center of Nanotechnology for Treatment, Understanding, *",4.08
6684378,Minority Predoctoral Fellowship Program,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2003.0,43123.0,5,NATIONAL CANCER INSTITUTE: Clinical Research,Minority Predoctoral Fellowship Program,0.04
10902056,Developing RNA therapeutics for TDP-43 proteinopathy in ALS/FTD,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2024.0,36530.0,34,NATIONAL CANCER INSTITUTE: Genetics,Developing RNA therapeutics for TDP-43 proteinopathy in ALS/FTD,0.04
6635721,ADAPTIVE OPTICS SCANNING LASER OPHTHALMOSCOPE,NATIONAL EYE INSTITUTE,2003.0,221250.0,44,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING: Bioengineering,ADAPTIVE OPTICS SCANNING LASER OPHTHALMOSCOPE,0.22
9670043,Southern HIV and Alcohol Research Consortium Administrative and Research Support Core,NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM,2019.0,534535.0,10,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Clinical Research,Southern HIV and Alcohol Research Consortium Administrative and Research Support Core,0.53
8803528,Daily Exposure Monitoring Intervention to Prevent Hearing Loss,NATIONAL INSTITUTE FOR OCCUPATIONAL SAFETY AND HEALTH,2013.0,572004.0,12,NATIONAL CANCER INSTITUTE: Clinical Research,Daily Exposure Monitoring Intervention to Prevent Hearing Loss,0.57
10649595,Effects of a High Omega-6 Diet on Orofacial Allodynia,NATIONAL INSTITUTE OF DENTAL & CRANIOFACIAL RESEARCH,2023.0,53494.0,21,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES: Neurosciences,Effects of a High Omega-6 Diet on Orofacial Allodynia,0.05
10409828,The paradox of 'closed mitosis': using fission yeast to decipher a molecular model of ESCRT activity at the nuclear envelope,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2022.0,69802.0,38,NATIONAL CANCER INSTITUTE: Genetics,The paradox of 'closed mitosis': using fission yeast to decipher a molecular model of ESCRT activity at the nuclear enve,0.07
7406115,Perfusion of Active Muscles: Metabolites and Nerves,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2008.0,370000.0,49,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Clinical Research",Perfusion of Active Muscles: Metabolites and Nerves,0.37
8768338,Promoting DMSC-mediated craniofacial regeneration by estrogen,NATIONAL INSTITUTE OF DENTAL & CRANIOFACIAL RESEARCH,2014.0,133110.0,37,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Genetics",Promoting DMSC-mediated craniofacial regeneration by estrogen,0.13
10974807,Mechanisms of post-preeclampsia hypertension,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2024.0,249000.0,41,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Neurosciences",Mechanisms of post-preeclampsia hypertension,0.25
9998890,City of Hope Lymphoma SPORE,NATIONAL CANCER INSTITUTE,2020.0,2359066.0,47,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,City of Hope Lymphoma SPORE,2.36
6619502,Regulation of Epstein-Barr Virus Latency,NATIONAL CANCER INSTITUTE,2003.0,303788.0,22,NATIONAL CANCER INSTITUTE: Genetics,Regulation of Epstein-Barr Virus Latency,0.3
8331644,UAB-UCSD O'Brien Core Center for Acute Kidney Injury Research,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2011.0,38001.0,9,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Clinical Research",UAB-UCSD O'Brien Core Center for Acute Kidney Injury Research,0.04
9228353,Electron Microscopy of the Human Inner Ear,NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS,2017.0,531757.0,39,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE: Neurosciences,Electron Microscopy of the Human Inner Ear,0.53
6894450,Neurocognitive Approaches to Communication Disorders,NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS,2005.0,93385.0,7,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Clinical Research,Neurocognitive Approaches to Communication Disorders,0.09
9147581,Comparative Effectiveness Research on Hospital Readmissions for COPD,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,2016.0,139600.0,18,NATIONAL INSTITUTE ON DRUG ABUSE: Behavioral and Social Science,Comparative Effectiveness Research on Hospital Readmissions for COPD,0.14
